Time,Open,High,Low,Close,Volume,MA3,MA5,MA8,MA10,Var10
2010.11.15T14:50:00.000,2.52,2.588,2.509,2.548,101678200,2.548000,2.548000,2.548000,2.548000,-0.000000
2010.11.15T14:51:00.000,2.52,2.588,2.509,2.548,101678200,NaN,NaN,NaN,NaN,NaN
2010.11.15T15:00:00.000,2.52,2.588,2.509,2.548,101678200,NaN,NaN,NaN,NaN,NaN
2010.11.16T14:50:00.000,2.53,2.555,2.414,2.423,34579200,2.485500,2.485500,2.485500,2.485500,0.003906
2010.11.16T14:51:00.000,2.53,2.555,2.414,2.423,34579200,NaN,NaN,NaN,NaN,NaN
2010.11.16T15:00:00.000,2.53,2.555,2.414,2.423,34579200,NaN,NaN,NaN,NaN,NaN
2010.11.17T14:50:00.000,2.419,2.488,2.375,2.391,15378700,2.454000,2.454000,2.454000,2.454000,0.004589
2010.11.17T14:51:00.000,2.419,2.488,2.375,2.391,15378700,NaN,NaN,NaN,NaN,NaN
2010.11.17T15:00:00.000,2.419,2.488,2.375,2.391,15378700,NaN,NaN,NaN,NaN,NaN
2010.11.18T14:50:00.000,2.407,2.479,2.407,2.44,16076300,2.418000,2.450500,2.450500,2.450500,0.003478
2010.11.18T14:51:00.000,2.407,2.479,2.407,2.44,16076300,NaN,NaN,NaN,NaN,NaN
2010.11.18T15:00:00.000,2.407,2.479,2.407,2.44,16076300,NaN,NaN,NaN,NaN,NaN
2010.11.19T14:50:00.000,2.445,2.467,2.36,2.43,4569500,2.420333,2.446400,2.446400,2.446400,0.002850
2010.11.19T14:51:00.000,2.445,2.467,2.36,2.43,4569500,NaN,NaN,NaN,NaN,NaN
2010.11.19T15:00:00.000,2.445,2.467,2.36,2.43,4569500,NaN,NaN,NaN,NaN,NaN
2010.11.22T14:50:00.000,2.37,2.439,2.37,2.403,6836300,2.424333,2.417400,2.439167,2.439167,0.002636
2010.11.22T14:51:00.000,2.37,2.439,2.37,2.403,6836300,NaN,NaN,NaN,NaN,NaN
2010.11.22T15:00:00.000,2.37,2.439,2.37,2.403,6836300,NaN,NaN,NaN,NaN,NaN
2010.11.23T14:50:00.000,2.372,2.403,2.304,2.335,1463500,2.389333,2.399800,2.424286,2.424286,0.003588
2010.11.23T14:51:00.000,2.372,2.403,2.304,2.335,1463500,NaN,NaN,NaN,NaN,NaN
2010.11.23T15:00:00.000,2.372,2.403,2.304,2.335,1463500,NaN,NaN,NaN,NaN,NaN
2010.11.24T14:50:00.000,2.335,2.47,2.335,2.421,5416900,2.386333,2.405800,2.423875,2.423875,0.003141
2010.11.24T14:51:00.000,2.335,2.47,2.335,2.421,5416900,NaN,NaN,NaN,NaN,NaN
2010.11.24T15:00:00.000,2.335,2.47,2.335,2.421,5416900,NaN,NaN,NaN,NaN,NaN
2010.11.25T14:50:00.000,2.4,2.444,2.386,2.442,7622700,2.399333,2.406200,2.410625,2.425889,0.002825
2010.11.25T14:51:00.000,2.4,2.444,2.386,2.442,7622700,NaN,NaN,NaN,NaN,NaN
2010.11.25T15:00:00.000,2.4,2.444,2.386,2.442,7622700,NaN,NaN,NaN,NaN,NaN
2010.11.26T14:50:00.000,2.439,2.443,2.403,2.408,4915800,2.423667,2.401800,2.408750,2.424100,0.002571
2010.11.26T14:51:00.000,2.439,2.443,2.403,2.408,4915800,NaN,NaN,NaN,NaN,NaN
2010.11.26T15:00:00.000,2.439,2.443,2.403,2.408,4915800,NaN,NaN,NaN,NaN,NaN
2010.11.29T14:50:00.000,2.38,2.414,2.38,2.384,2370900,2.411333,2.398000,2.407875,2.407700,0.000928
2010.11.29T14:51:00.000,2.38,2.414,2.38,2.384,2370900,NaN,NaN,NaN,NaN,NaN
2010.11.29T15:00:00.000,2.38,2.414,2.38,2.384,2370900,NaN,NaN,NaN,NaN,NaN
2010.11.30T14:50:00.000,2.37,2.415,2.31,2.357,13860200,2.383000,2.402400,2.397500,2.401100,0.001118
2010.11.30T14:51:00.000,2.37,2.415,2.31,2.357,13860200,NaN,NaN,NaN,NaN,NaN
2010.11.30T15:00:00.000,2.37,2.415,2.31,2.357,13860200,NaN,NaN,NaN,NaN,NaN
2010.12.01T14:50:00.000,2.321,2.392,2.321,2.384,1415700,2.375000,2.395000,2.391750,2.400400,0.001136
2010.12.01T14:51:00.000,2.321,2.392,2.321,2.384,1415700,NaN,NaN,NaN,NaN,NaN
2010.12.01T15:00:00.000,2.321,2.392,2.321,2.384,1415700,NaN,NaN,NaN,NaN,NaN
2010.12.02T14:50:00.000,2.42,2.439,2.391,2.399,9804900,2.380000,2.386400,2.391250,2.396300,0.000963
2010.12.02T14:51:00.000,2.42,2.439,2.391,2.399,9804900,NaN,NaN,NaN,NaN,NaN
2010.12.02T15:00:00.000,2.42,2.439,2.391,2.399,9804900,NaN,NaN,NaN,NaN,NaN
2010.12.03T14:50:00.000,2.399,2.409,2.381,2.398,4317700,2.393667,2.384400,2.399125,2.393100,0.000839
