Time,Open,High,Low,Close,Volume,Amount
2010.10.29T14:48:00.000,1.3,1.328,1.29,1.323,502607800,658853440
2010.10.29T14:49:00.000,1.3,1.328,1.29,1.323,502607800,658853440
2010.10.29T14:50:00.000,1.3,1.328,1.29,1.323,502607800,658853440
2010.10.29T14:51:00.000,1.3,1.328,1.29,1.323,502607800,658853440
2010.10.29T15:00:00.000,1.3,1.328,1.29,1.323,502607800,658853440
2010.11.01T14:48:00.000,1.325,1.366,1.325,1.366,53086100,71603240
2010.11.01T14:49:00.000,1.325,1.366,1.325,1.366,53086100,71603240
2010.11.01T14:50:00.000,1.325,1.366,1.325,1.366,53086100,71603240
2010.11.01T14:51:00.000,1.325,1.366,1.325,1.366,53086100,71603240
2010.11.01T15:00:00.000,1.325,1.366,1.325,1.366,53086100,71603240
2010.11.02T14:48:00.000,1.367,1.398,1.364,1.378,50129700,69306560
2010.11.02T14:49:00.000,1.367,1.398,1.364,1.378,50129700,69306560
2010.11.02T14:50:00.000,1.367,1.398,1.364,1.378,50129700,69306560
2010.11.02T14:51:00.000,1.367,1.398,1.364,1.378,50129700,69306560
2010.11.02T15:00:00.000,1.367,1.398,1.364,1.378,50129700,69306560
2010.11.03T14:48:00.000,1.377,1.394,1.36,1.363,59227800,81761128
2010.11.03T14:49:00.000,1.377,1.394,1.36,1.363,59227800,81761128
2010.11.03T14:50:00.000,1.377,1.394,1.36,1.363,59227800,81761128
2010.11.03T14:51:00.000,1.377,1.394,1.36,1.363,59227800,81761128
2010.11.03T15:00:00.000,1.377,1.394,1.36,1.363,59227800,81761128
2010.11.04T14:48:00.000,1.365,1.4,1.365,1.399,44667900,61863040
2010.11.04T14:49:00.000,1.365,1.4,1.365,1.399,44667900,61863040
2010.11.04T14:50:00.000,1.365,1.4,1.365,1.399,44667900,61863040
2010.11.04T14:51:00.000,1.365,1.4,1.365,1.399,44667900,61863040
2010.11.04T15:00:00.000,1.365,1.4,1.365,1.399,44667900,61863040
2010.11.05T14:48:00.000,1.41,1.426,1.408,1.414,13793500,19503136
2010.11.05T14:49:00.000,1.41,1.426,1.408,1.414,13793500,19503136
2010.11.05T14:50:00.000,1.41,1.426,1.408,1.414,13793500,19503136
2010.11.05T14:51:00.000,1.41,1.426,1.408,1.414,13793500,19503136
2010.11.05T15:00:00.000,1.41,1.426,1.408,1.414,13793500,19503136
2010.11.08T14:48:00.000,1.416,1.44,1.415,1.438,32531300,46419764
2010.11.08T14:49:00.000,1.416,1.44,1.415,1.438,32531300,46419764
2010.11.08T14:50:00.000,1.416,1.44,1.415,1.438,32531300,46419764
2010.11.08T14:51:00.000,1.416,1.44,1.415,1.438,32531300,46419764
2010.11.08T15:00:00.000,1.416,1.44,1.415,1.438,32531300,46419764
2010.11.09T14:48:00.000,1.441,1.441,1.424,1.435,16565500,23713124
2010.11.09T14:49:00.000,1.441,1.441,1.424,1.435,16565500,23713124
2010.11.09T14:50:00.000,1.441,1.441,1.424,1.435,16565500,23713124
2010.11.09T14:51:00.000,1.441,1.441,1.424,1.435,16565500,23713124
2010.11.09T15:00:00.000,1.441,1.441,1.424,1.435,16565500,23713124
2010.11.10T14:48:00.000,1.422,1.437,1.418,1.429,18332300,26170096
2010.11.10T14:49:00.000,1.422,1.437,1.418,1.429,18332300,26170096
2010.11.10T14:50:00.000,1.422,1.437,1.418,1.429,18332300,26170096
2010.11.10T14:51:00.000,1.422,1.437,1.418,1.429,18332300,26170096
2010.11.10T15:00:00.000,1.422,1.437,1.418,1.429,18332300,26170096
2010.11.11T14:48:00.000,1.422,1.453,1.421,1.423,26512800,38285284
2010.11.11T14:49:00.000,1.422,1.453,1.421,1.423,26512800,38285284
2010.11.11T14:50:00.000,1.422,1.453,1.421,1.423,26512800,38285284
2010.11.11T14:51:00.000,1.422,1.453,1.421,1.423,26512800,38285284
2010.11.11T15:00:00.000,1.422,1.453,1.421,1.423,26512800,38285284
2010.11.12T14:48:00.000,1.45,1.45,1.318,1.324,30276300,41683552
2010.11.12T14:49:00.000,1.45,1.45,1.318,1.324,30276300,41683552
2010.11.12T14:50:00.000,1.45,1.45,1.318,1.324,30276300,41683552
2010.11.12T14:51:00.000,1.45,1.45,1.318,1.324,30276300,41683552
2010.11.12T15:00:00.000,1.45,1.45,1.318,1.324,30276300,41683552
2010.11.15T14:48:00.000,1.323,1.37,1.323,1.367,25081900,33587448
2010.11.15T14:49:00.000,1.323,1.37,1.323,1.367,25081900,33587448
2010.11.15T14:50:00.000,1.323,1.37,1.323,1.367,25081900,33587448
2010.11.15T14:51:00.000,1.323,1.37,1.323,1.367,25081900,33587448
2010.11.15T15:00:00.000,1.323,1.37,1.323,1.367,25081900,33587448
2010.11.16T14:48:00.000,1.359,1.38,1.312,1.326,26158400,35102224
2010.11.16T14:49:00.000,1.359,1.38,1.312,1.326,26158400,35102224
